   275    1002 20151019161251   44.99846   66.91946   3.14 F  Barrel                           
   275    1002 20151019162250   44.99716   66.91919   3.31 F  Barrel                           
   275    1002 20151019163250   44.99573   66.91910   3.49 F  Barrel                           
   275    1002 20151019164323   44.99464   66.91956   3.69 F  Barrel                           
   275    1002 20151019165244   44.99406   66.91998   3.86 F  Barrel                           
   275    1002 20151019170243   44.99333   66.91907   4.04 F  Barrel                           
   275    1002 20151019171239   44.99177   66.92095   4.22 F  Barrel                           
   275    1003 20151019104505   45.00527   66.92838   3.75 E  Barrel                           
   275    1003 20151019105109   45.00471   66.92752   3.65 E  Barrel                           
   275    1003 20151019110111   45.00398   66.92587   3.49 E  Barrel                           
   275    1003 20151019111110   45.00413   66.92514   3.32 E  Barrel                           
   275    1003 20151019112113   45.00454   66.92426   3.16 E  Barrel                           
   275    1003 20151019113110   45.00489   66.92346   2.99 E  Barrel                           
   275    1003 20151019114137   45.00436   66.92325   2.83 E  Barrel                           
   275    1003 20151019115101   45.00422   66.92325   2.67 E  Barrel                           
   275    1003 20151019120100   45.00416   66.92328   2.51 E  Barrel                           
   275    1003 20151019121101   45.00420   66.92328   2.36 E  Barrel                           
   275    1003 20151019122059   45.00422   66.92331   2.23 E  Barrel                           
   275    1003 20151019123054   45.00423   66.92331   2.10 E  Barrel                           
   275    1003 20151019124126   45.00422   66.92331   1.96 E  Barrel                           
   275    1003 20151019125042   45.00420   66.92331   1.86 E  Barrel                           
   275    1003 20151019130038   45.00423   66.92331   1.76 E  Barrel                           
   275    1003 20151019131037   45.00423   66.92331   1.68 E  Barrel                           
   275    1003 20151019132033   45.00423   66.92331   1.61 E  Barrel                           
   275    1003 20151019133032   45.00392   66.92175   1.56 E  Barrel                           
   275    1003 20151019134129   45.00372   66.92162   1.53 E  Barrel                           
   275    1003 20151019135025   45.00350   66.92166   1.52 S  Barrel                           
   275    1003 20151019140020   45.00326   66.92142   1.53 F  Barrel                           
   275    1003 20151019141020   45.00314   66.92095   1.56 F  Barrel                           
   275    1003 20151019142017   45.00317   66.92068   1.62 F  Barrel                           
