4261  19  2 2018 14  0 48  81.0  4.669    32.5280    25.7522    6.75205    9.64935   93.34253   10.35892      0.067     0.3463 1.7312e-02 0.0000e+00
4261  19  2 2018 14  0 50  82.0  4.688    32.5460    25.7645    6.75454    9.65291   93.46599   10.34899      0.071     0.3218 1.7370e-02 0.0000e+00
4261  19  2 2018 14  0 51  83.0  4.699    32.5553    25.7707    6.74564    9.64019   93.36826   10.34618      0.089     0.3314 1.7329e-02 0.0000e+00
4261  19  2 2018 14  0 53  84.0  4.730    32.5968    25.8004    6.74250    9.63571   93.37144   10.34101      0.083     0.3327 1.7360e-02 0.0000e+00
4261  19  2 2018 14  0 54  85.0  4.759    32.6311    25.8244    6.74128    9.63397   93.39596   10.33639      0.074     0.3328 1.7362e-02 0.0000e+00
4261  19  2 2018 14  0 56  86.0  4.768    32.6490    25.8377    6.74831    9.64401   93.54043   10.33116      0.078     0.3297 1.7440e-02 0.0000e+00
4261  19  2 2018 14  0 57  87.0  4.778    32.6805    25.8616    6.74890    9.64485   93.59055   10.32649      0.082     0.3378 1.7406e-02 0.0000e+00
4261  19  2 2018 14  0 59  88.0  4.797    32.7049    25.8789    6.74349    9.63712   93.54666   10.32304      0.117     0.3338 1.7447e-02 0.0000e+00
4261  19  2 2018 14  1  0  89.0  4.808    32.7245    25.8932    6.74232    9.63545   93.51852   10.32437      0.128     0.3403 1.7526e-02 0.0000e+00
4261  19  2 2018 14  1  2  90.0  4.822    32.7439    25.9071    6.72808    9.61510   93.34681   10.32150      0.145     0.3412 1.7683e-02 0.0000e+00
4261  19  2 2018 14  1  3  91.0  4.833    32.7537    25.9137    6.73617    9.62666   93.46858   10.32043      0.153     0.3482 1.7695e-02 0.0000e+00
4261  19  2 2018 14  1  5  92.0  4.830    32.7536    25.9141    6.73342    9.62272   93.44440   10.31887      0.158     0.3549 1.7645e-02 0.0000e+00
4261  19  2 2018 14  1  6  93.0  4.838    32.7636    25.9210    6.73665    9.62734   93.48537   10.31931      0.163     0.3515 1.7703e-02 0.0000e+00
4261  19  2 2018 14  1  8  94.0  4.841    32.7670    25.9234    6.72852    9.61573   93.37121   10.31946      0.184     0.3420 1.7789e-02 0.0000e+00
4261  19  2 2018 14  1 21  95.0  4.845    32.7705    25.9258    6.73450    9.62427   93.43913   10.32112      0.187     0.3463 1.7722e-02 0.0000e+00
